Geography,Gender,Age,Balance,NumOfProducts,Exited
Spain,Male,33.0,0.0,2,0
Spain,Male,44.0,93960.35,1,0
Spain,Male,39.0,117468.67,1,0
Spain,Male,24.0,142755.25,1,0
Spain,Male,34.0,0.0,2,0
Spain,Female,55.0,0.0,2,1
Spain,Male,30.0,0.0,2,0
Spain,Male,37.0,0.0,2,0
Spain,Male,37.0,0.0,2,0
Spain,Female,46.0,117070.72,3,1
Spain,Male,43.0,103421.44,1,0
Spain,Male,40.0,0.0,2,0
Spain,Female,34.0,0.0,2,0
Spain,Female,45.0,0.0,1,0
Spain,Female,34.0,70731.07,1,0
Spain,Male,35.0,0.0,2,0
Spain,Male,40.0,128366.44,1,0
Spain,Male,48.0,0.0,2,0
Spain,Female,33.0,110928.51,1,0
Spain,Male,44.0,0.0,2,0
Spain,Male,39.0,0.0,2,1
Spain,Male,45.0,0.0,3,0
Spain,Male,40.0,0.0,1,1
Spain,Male,38.0,0.0,2,0
Spain,Male,37.0,0.0,2,0
Spain,Female,31.0,115557.26,1,0
Spain,Male,33.0,0.0,2,0
Spain,Male,39.0,0.0,1,0
Spain,Male,33.0,0.0,2,0
Spain,Male,38.0,0.0,1,0
Spain,Female,49.0,152926.85,1,1
Spain,Male,27.0,0.0,2,0
Spain,Male,24.0,0.0,1,0
Spain,Female,27.0,0.0,2,0
Spain,Male,30.0,0.0,2,0
Spain,Male,31.0,0.0,2,0
Spain,Male,40.0,0.0,1,1
Spain,Male,29.0,0.0,1,0
Spain,Male,41.0,0.0,2,0
Spain,Male,39.0,95128.86,1,0
Spain,Male,40.0,0.0,2,0
Spain,Female,41.0,0.0,1,1
Spain,Male,54.0,137260.78,1,0
Spain,Male,38.0,0.0,1,0
Spain,Female,31.0,0.0,1,0
Spain,Male,32.0,0.0,1,0
Spain,Female,57.0,136820.99,1,0
Spain,Male,34.0,135096.58,1,0
Spain,Female,37.0,0.0,2,0
Spain,Female,30.0,160980.03,1,0
Spain,Female,33.0,125845.66,1,0
Spain,Male,36.0,150329.15,1,0
Spain,Female,37.0,128743.55,1,0
Spain,Male,23.0,136815.64,1,0
Spain,Male,32.0,0.0,2,0
Spain,Male,29.0,106070.89,2,0
Spain,Male,33.0,0.0,2,0
Spain,Male,42.0,0.0,2,0
Spain,Female,49.0,0.0,1,1
Spain,Male,20.0,135827.33,1,0
Spain,Female,39.0,0.0,2,0
Spain,Female,25.0,0.0,2,0
Spain,Female,37.0,92472.1,2,0
Spain,Male,32.0,0.0,2,0
Spain,Female,38.0,0.0,2,0
Spain,Male,31.0,81818.49,1,0
Spain,Female,33.0,96949.85,1,0
Spain,Male,29.0,0.0,1,1
Spain,Female,30.0,0.0,2,0
Spain,Female,40.0,150507.21,1,0
Spain,Male,29.0,0.0,2,0
Spain,Female,38.0,0.0,2,0
Spain,Male,22.0,0.0,1,0
Spain,Female,37.0,0.0,1,0
Spain,Female,59.0,112070.79,3,0
Spain,Male,36.0,0.0,2,0
Spain,Female,38.0,0.0,2,0
Spain,Female,41.0,0.0,3,1
Spain,Female,33.0,0.0,2,0
Spain,Male,66.0,0.0,1,0
Spain,Male,36.0,0.0,1,0
Spain,Male,28.0,0.0,2,0
Spain,Female,29.0,141234.98,1,0
Spain,Male,33.0,145729.71,1,0
Spain,Male,40.0,115563.71,3,1
Spain,Male,37.0,0.0,2,0
Spain,Female,41.0,0.0,2,0
Spain,Male,39.0,0.0,2,0
Spain,Male,24.0,0.0,2,0
Spain,Male,36.0,0.0,2,0
Spain,Male,29.0,0.0,2,0
Spain,Male,30.0,0.0,2,0
Spain,Male,29.0,97541.24,1,0
Spain,Male,35.0,0.0,1,0
Spain,Male,40.0,0.0,2,0
Spain,Female,40.0,139825.56,1,0
Spain,Male,37.0,0.0,2,0
Spain,Male,35.0,0.0,2,0
Spain,Male,36.0,0.0,2,0
Spain,Female,42.0,0.0,2,0
Spain,Male,36.0,0.0,2,0
Spain,Male,31.0,0.0,2,0
Spain,Male,36.0,134583.94,1,0
Spain,Male,40.0,0.0,2,0
Spain,Female,33.0,91536.93,1,1
Spain,Female,39.0,0.0,2,0
Spain,Male,43.0,0.0,1,0
Spain,Male,34.0,0.0,2,0
Spain,Male,31.0,0.0,2,0
Spain,Female,29.0,0.0,1,0
Spain,Male,62.0,81958.76,1,1
Spain,Female,57.0,99835.47,1,0
Spain,Female,47.0,0.0,3,1
Spain,Female,35.0,0.0,1,1
Spain,Female,62.0,0.0,1,1
Spain,Female,29.0,0.0,1,0
Spain,Male,39.0,0.0,2,0
Spain,Female,26.0,0.0,2,0
Spain,Male,38.0,115545.33,2,0
Spain,Female,27.0,0.0,2,0
Spain,Male,32.0,106471.56,1,1
Spain,Male,35.0,0.0,2,0
Spain,Male,28.0,156823.7,1,1
Spain,Female,19.0,0.0,2,1
Spain,Female,29.0,0.0,2,0
Spain,Male,36.0,0.0,2,0
Spain,Female,38.0,0.0,2,0
Spain,Male,38.0,0.0,1,0
Spain,Female,37.0,0.0,2,0
Spain,Male,43.0,0.0,2,0
Spain,Male,35.0,0.0,2,0
Spain,Female,39.0,61211.01,1,0
Spain,Female,38.0,0.0,2,0
Spain,Female,33.0,0.0,2,0
Spain,Female,40.0,142880.28,1,1
Spain,Female,37.0,106817.49,1,1
Spain,Male,41.0,163764.84,2,0
Spain,Male,30.0,0.0,1,0
Spain,Female,32.0,0.0,2,0
Spain,Male,35.0,0.0,1,0
Spain,Female,39.0,0.0,2,0
Spain,Male,30.0,0.0,2,0
Spain,Male,24.0,0.0,2,0
Spain,Female,40.0,0.0,1,1
Spain,Male,44.0,92347.37,1,0
Spain,Female,30.0,0.0,1,1
Spain,Female,39.0,0.0,2,0
Spain,Male,37.0,74237.2,1,1
Spain,Female,36.0,0.0,1,0
Spain,Female,38.0,160566.11,1,1
Spain,Male,19.0,0.0,2,0
Spain,Male,24.0,0.0,2,0
Spain,Male,24.0,0.0,2,0
Spain,Male,28.0,0.0,2,0
Spain,Female,54.0,0.0,2,0
Spain,Male,33.0,0.0,2,1
Spain,Female,36.0,0.0,2,0
Spain,Male,33.0,0.0,2,0
Spain,Male,37.0,0.0,2,0
Spain,Male,27.0,0.0,2,0
Spain,Male,35.0,138523.01,1,0
Spain,Male,46.0,0.0,3,1
Spain,Male,36.0,0.0,2,0
Spain,Male,30.0,0.0,2,0
Spain,Female,43.0,0.0,2,1
Spain,Male,39.0,157691.98,2,0
Spain,Female,37.0,0.0,1,1
Spain,Female,31.0,132862.59,1,0
Spain,Male,65.0,0.0,2,1
Spain,Female,35.0,0.0,2,0
Spain,Female,33.0,0.0,2,0
Spain,Male,29.0,0.0,2,0
Spain,Male,41.0,149961.99,2,0
Spain,Female,42.0,0.0,1,1
Spain,Male,39.0,0.0,2,0
Spain,Male,30.0,136491.92,1,0
Spain,Male,43.0,101802.67,1,0
Spain,Female,31.0,0.0,1,1
Spain,Female,48.0,0.0,2,0
Spain,Female,28.0,0.0,2,0
Spain,Male,30.0,145127.85,1,0
Spain,Male,29.0,0.0,2,0
Spain,Male,68.0,0.0,2,0
Spain,Female,43.0,140137.15,1,1
Spain,Male,39.0,102721.49,1,1
Spain,Female,50.0,0.0,1,1
Spain,Female,21.0,0.0,2,0
Spain,Male,37.0,0.0,2,0
Spain,Male,36.0,0.0,1,0
Spain,Male,25.0,130866.19,1,1
Spain,Female,45.0,89837.77,1,1
Spain,Female,36.0,0.0,2,0
Spain,Male,40.0,0.0,2,0
Spain,Female,55.0,141792.61,2,0
Spain,Male,28.0,0.0,2,0
Spain,Male,40.0,0.0,2,0
Spain,Female,35.0,83286.56,2,1
Spain,Male,37.0,107714.49,2,0
Spain,Female,39.0,131647.01,1,0
Spain,Female,28.0,127638.35,1,0
Spain,Male,63.0,160903.2,1,1
Spain,Male,67.0,0.0,2,0
Spain,Female,68.0,92855.02,1,0
Spain,Male,31.0,0.0,1,1
Spain,Female,27.0,0.0,2,0
Spain,Male,46.0,0.0,1,0
Spain,Male,30.0,0.0,2,0
Spain,Female,52.0,0.0,2,1
Spain,Female,55.0,0.0,1,1
Spain,Female,28.0,0.0,2,0
Spain,Male,35.0,0.0,2,0
Spain,Female,31.0,0.0,2,0
Spain,Male,47.0,0.0,1,0
Spain,Female,66.0,0.0,2,0
Spain,Male,30.0,0.0,2,0
Spain,Female,44.0,179356.28,2,1
Spain,Male,36.0,0.0,2,0
Spain,Female,43.0,149991.33,1,0
Spain,Female,31.0,0.0,2,0
Spain,Male,28.0,0.0,2,0
Spain,Female,45.0,172478.15,1,0
Spain,Male,31.0,0.0,2,0
Spain,Female,27.0,0.0,2,0
Spain,Female,27.0,0.0,2,0
Spain,Female,30.0,131765.65,1,0
Spain,Female,52.0,0.0,1,1
Spain,Female,38.0,0.0,2,0
Spain,Female,38.0,115934.74,2,0
Spain,Male,27.0,0.0,2,0
Spain,Male,31.0,141989.27,2,0
Spain,Female,36.0,152303.8,1,0
Spain,Male,51.0,131033.76,1,0
Spain,Male,30.0,0.0,2,0
Spain,Male,35.0,0.0,2,0
Spain,Male,38.0,0.0,2,0
Spain,Male,44.0,0.0,2,0
Spain,Male,31.0,131406.78,1,0
Spain,Female,39.0,0.0,2,0
Spain,Female,37.0,0.0,1,0
Spain,Male,28.0,0.0,2,0
Spain,Female,38.0,0.0,2,0
Spain,Male,45.0,0.0,2,1
Spain,Female,30.0,0.0,2,0
Spain,Male,34.0,0.0,1,0
Spain,Male,31.0,0.0,1,0
Spain,Male,29.0,0.0,1,0
Spain,Male,48.0,0.0,1,1
Spain,Female,32.0,0.0,2,0
Spain,Male,46.0,0.0,2,0
Spain,Male,39.0,0.0,2,0
Spain,Female,34.0,0.0,2,0
Spain,Male,41.0,0.0,2,0
Spain,Female,60.0,0.0,1,1
Spain,Male,33.0,0.0,2,0
Spain,Male,44.0,0.0,2,0
Spain,Female,43.0,139663.37,1,1
Spain,Female,25.0,117265.14,1,0
Spain,Female,52.0,0.0,2,0
Spain,Female,34.0,0.0,2,0
Spain,Male,64.0,0.0,2,0
Spain,Male,38.0,0.0,2,0
Spain,Male,38.0,0.0,2,0
Spain,Female,31.0,0.0,2,0
Spain,Male,34.0,0.0,2,0
Spain,Female,35.0,95231.91,2,0
Spain,Male,42.0,0.0,3,1
Spain,Female,50.0,105961.68,1,1
Spain,Male,33.0,0.0,1,0
Spain,Female,37.0,0.0,2,0
Spain,Female,49.0,98907.91,2,0
Spain,Female,34.0,0.0,2,0
Spain,Male,35.0,0.0,2,0
Spain,Female,38.0,0.0,2,0
Spain,Male,30.0,129401.87,1,0
Spain,Male,30.0,0.0,1,0
Spain,Male,31.0,0.0,1,0
Spain,Female,33.0,0.0,2,0
Spain,Female,39.0,0.0,2,0
Spain,Male,31.0,116980.23,1,0
Spain,Male,18.0,134796.87,2,0
Spain,Male,37.0,0.0,1,0
Spain,Male,36.0,0.0,2,0
Spain,Male,37.0,71481.79,1,0
Spain,Male,33.0,0.0,1,0
Spain,Female,32.0,0.0,1,0
Spain,Female,36.0,0.0,2,0
Spain,Male,37.0,0.0,2,0
Spain,Male,33.0,0.0,1,0
Spain,Male,44.0,123378.2,1,0
Spain,Male,33.0,0.0,2,0
Spain,Female,58.0,0.0,1,1
Spain,Male,39.0,122486.11,1,0
Spain,Female,33.0,0.0,2,0
Spain,Male,33.0,152509.25,1,0
Spain,Female,38.0,0.0,1,1
Spain,Male,50.0,0.0,1,1
Spain,Male,38.0,0.0,2,0
Spain,Female,48.0,0.0,1,1
Spain,Male,37.0,0.0,2,0
Spain,Male,30.0,0.0,2,0
Spain,Female,54.0,0.0,2,0
Spain,Female,48.0,0.0,2,0
Spain,Male,40.0,0.0,1,0
Spain,Male,36.0,0.0,1,0
Spain,Female,31.0,0.0,2,1
Spain,Female,42.0,0.0,2,0
Spain,Female,18.0,0.0,1,0
Spain,Male,35.0,0.0,2,0
Spain,Female,32.0,126589.12,2,1
Spain,Female,37.0,0.0,1,0
Spain,Male,46.0,0.0,1,0
Spain,Female,30.0,68065.8,1,0
Spain,Female,37.0,0.0,2,0
Spain,Male,54.0,0.0,1,0
Spain,Female,48.0,0.0,1,1
Spain,Female,31.0,128663.81,2,1
Spain,Male,28.0,0.0,1,0
Spain,Male,39.0,0.0,1,0
Spain,Female,24.0,0.0,1,0
Spain,Female,29.0,0.0,2,0
Spain,Male,42.0,87624.03,1,0
Spain,Male,38.0,116646.76,1,0
Spain,Male,32.0,0.0,2,0
Spain,Male,42.0,0.0,2,0
Spain,Male,23.0,135756.56,1,0
Spain,Male,39.0,0.0,1,1
Spain,Female,39.0,0.0,2,0
Spain,Male,47.0,0.0,2,0
Spain,Female,38.0,134209.44,1,0
Spain,Female,38.0,0.0,1,0
Spain,Male,46.0,65733.41,2,1
Spain,Male,31.0,0.0,2,0
Spain,Male,35.0,116234.03,1,0
Spain,Male,36.0,0.0,2,0
Spain,Male,50.0,0.0,1,1
Spain,Female,38.0,118866.36,1,1
Spain,Male,29.0,0.0,2,0
Spain,Female,25.0,91592.06,1,0
Spain,Female,26.0,0.0,2,0
Spain,Male,49.0,105239.1,2,0
Spain,Male,27.0,0.0,1,0
Spain,Male,37.0,0.0,2,0
Spain,Female,22.0,0.0,1,0
Spain,Female,39.0,136555.01,1,0
Spain,Male,27.0,0.0,2,0
Spain,Female,40.0,0.0,2,0
Spain,Female,48.0,0.0,1,1
Spain,Female,35.0,93608.28,2,0
Spain,Male,46.0,126772.57,1,0
Spain,Female,38.0,0.0,1,0
Spain,Male,32.0,100683.54,1,0
Spain,Male,21.0,0.0,2,0
Spain,Female,35.0,97640.61,1,0
Spain,Female,35.0,0.0,1,0
Spain,Male,39.0,0.0,2,0
Spain,Male,36.0,0.0,2,0
Spain,Male,36.0,0.0,1,0
Spain,Male,69.0,0.0,1,0
Spain,Female,50.0,0.0,1,1
Spain,Male,26.0,0.0,2,0
Spain,Male,38.0,0.0,2,0
Spain,Female,31.0,0.0,1,0
Spain,Female,40.0,0.0,1,0
Spain,Male,21.0,0.0,2,0
Spain,Female,37.0,0.0,2,0
Spain,Female,34.0,0.0,1,0
Spain,Female,37.0,0.0,3,1
Spain,Male,43.0,0.0,2,1
Spain,Female,35.0,0.0,2,0
Spain,Male,37.0,75801.74,2,0
Spain,Female,36.0,0.0,2,0
Spain,Male,37.0,0.0,2,0
Spain,Female,52.0,0.0,1,0
Spain,Female,59.0,121389.78,1,0
Spain,Female,37.0,129068.54,1,0
Spain,Male,44.0,161801.47,1,0
Spain,Female,29.0,134796.04,1,0
Spain,Male,39.0,0.0,2,0
Spain,Female,27.0,0.0,2,0
Spain,Female,33.0,0.0,2,0
Spain,Male,33.0,0.0,2,0
Spain,Female,29.0,76769.68,1,0
Spain,Male,43.0,95668.88,1,0
Spain,Female,35.0,120867.18,1,0
Spain,Male,33.0,0.0,1,1
Spain,Female,43.0,0.0,1,1
Spain,Female,38.0,145471.02,1,0
Spain,Female,40.0,128398.38,1,0
Spain,Female,21.0,0.0,2,0
Spain,Male,39.0,0.0,1,0
Spain,Female,41.0,0.0,2,0
Spain,Male,39.0,0.0,2,0
Spain,Male,40.0,145260.98,2,0
Spain,Male,26.0,142614.76,1,0
Spain,Male,26.0,123912.78,2,0
Spain,Female,50.0,153962.88,1,1
Spain,Male,25.0,121132.26,1,0
Spain,Male,35.0,0.0,2,0
Spain,Male,29.0,0.0,2,0
Spain,Male,32.0,0.0,2,0
Spain,Female,34.0,137811.75,2,0
Spain,Female,43.0,116886.59,2,0
Spain,Female,43.0,119272.29,2,1
Spain,Female,49.0,132558.26,2,1
Spain,Female,35.0,0.0,1,0
Spain,Male,25.0,0.0,2,0
Spain,Male,31.0,145260.23,1,0
Spain,Female,47.0,83772.95,1,0
Spain,Male,40.0,123544.0,1,0
Spain,Female,34.0,0.0,2,0
Spain,Male,54.0,82374.67,4,1
Spain,Female,29.0,0.0,2,0
Spain,Male,36.0,0.0,2,0
Spain,Male,28.0,0.0,2,0
Spain,Female,38.0,0.0,2,0
Spain,Male,33.0,93791.38,2,0
Spain,Female,35.0,0.0,2,1
Spain,Male,52.0,0.0,2,0
Spain,Male,34.0,136082.0,1,0
Spain,Male,27.0,0.0,2,0
Spain,Male,31.0,0.0,2,0
Spain,Female,32.0,0.0,2,0
Spain,Female,31.0,0.0,1,0
Spain,Male,32.0,0.0,2,1
Spain,Male,34.0,0.0,2,0
Spain,Male,26.0,0.0,2,0
Spain,Female,40.0,0.0,2,0
Spain,Female,30.0,114552.6,1,0
Spain,Female,45.0,0.0,3,1
Spain,Female,50.0,0.0,1,1
Spain,Female,31.0,0.0,1,1
Spain,Female,35.0,131317.88,2,0
Spain,Female,49.0,79954.61,1,1
Spain,Female,34.0,0.0,2,0
Spain,Male,31.0,129968.67,1,0
Spain,Male,45.0,119540.37,2,0
Spain,Male,45.0,0.0,2,0
Spain,Male,37.0,160729.1,1,1
Spain,Female,41.0,0.0,1,0
Spain,Female,31.0,142659.6,1,0
Spain,Female,39.0,0.0,1,0
Spain,Male,52.0,121391.68,1,1
Spain,Female,32.0,102520.37,1,0
Spain,Male,39.0,0.0,1,0
Spain,Male,24.0,75499.24,2,0
Spain,Female,35.0,108883.8,1,0
Spain,Male,40.0,0.0,1,0
Spain,Female,30.0,0.0,2,0
Spain,Male,31.0,103396.54,1,0
Spain,Female,44.0,0.0,1,0
Spain,Female,40.0,0.0,2,0
Spain,Female,33.0,0.0,1,0
Spain,Male,37.0,0.0,2,0
Spain,Female,40.0,133801.57,1,0
Spain,Female,38.0,0.0,1,0
Spain,Male,36.0,135216.8,1,1
Spain,Female,31.0,0.0,2,0
Spain,Female,39.0,0.0,2,0
Spain,Male,31.0,0.0,1,0
Spain,Male,57.0,73314.04,3,1
Spain,Female,33.0,0.0,2,0
Spain,Female,68.0,0.0,1,1
Spain,Female,34.0,141252.18,1,0
Spain,Male,44.0,0.0,1,1
Spain,Female,39.0,165272.13,2,0
Spain,Male,28.0,0.0,2,0
Spain,Female,45.0,131355.3,3,1
Spain,Female,28.0,0.0,2,0
Spain,Female,35.0,165686.11,2,0
Spain,Male,34.0,0.0,2,0
Spain,Male,33.0,0.0,2,0
Spain,Male,46.0,0.0,2,1
Spain,Male,33.0,121898.58,1,0
Spain,Male,28.0,0.0,2,0
Spain,Male,34.0,0.0,2,0
Spain,Male,32.0,0.0,2,0
Spain,Female,22.0,168964.77,1,0
Spain,Male,45.0,0.0,1,1
Spain,Female,36.0,0.0,2,0
Spain,Male,32.0,131283.11,1,0
Spain,Male,38.0,145166.09,1,0
Spain,Male,39.0,0.0,1,0
Spain,Male,29.0,60280.62,1,0
Spain,Male,32.0,0.0,2,0
Spain,Male,29.0,0.0,2,0
Spain,Male,28.0,165610.88,1,0
Spain,Female,35.0,122570.69,1,0
Spain,Male,48.0,95039.12,1,1
Spain,Male,58.0,0.0,2,0
Spain,Male,40.0,0.0,1,0
Spain,Female,39.0,0.0,2,0
Spain,Female,59.0,0.0,1,1
Spain,Female,42.0,0.0,1,1
Spain,Male,49.0,0.0,2,0
Spain,Male,37.0,0.0,1,0
Spain,Female,58.0,162278.32,1,1
Spain,Male,41.0,0.0,2,0
Spain,Female,25.0,0.0,2,0
Spain,Male,30.0,0.0,2,0
Spain,Male,38.0,126473.33,1,0
Spain,Female,26.0,0.0,2,1
Spain,Male,25.0,0.0,2,0
Spain,Male,63.0,139959.55,1,0
Spain,Female,29.0,0.0,2,0
Spain,Male,23.0,137761.55,1,0
Spain,Male,48.0,167997.6,1,0
Spain,Male,35.0,116969.35,1,0
Spain,Male,49.0,0.0,2,0
Spain,Female,36.0,0.0,2,0
Spain,Male,29.0,103421.32,1,0
Spain,Male,36.0,160777.9,1,0
Spain,Male,33.0,0.0,2,0
Spain,Female,41.0,125977.81,2,1
Spain,Male,67.0,124577.15,1,0
Spain,Male,32.0,46161.18,2,0
Spain,Male,35.0,0.0,2,0
Spain,Female,52.0,0.0,1,1
Spain,Female,44.0,138023.79,1,0
Spain,Male,41.0,0.0,2,0
Spain,Female,33.0,147900.29,1,0
Spain,Female,32.0,0.0,2,0
Spain,Male,38.0,0.0,1,0
Spain,Male,51.0,0.0,2,0
Spain,Male,31.0,82613.56,2,0
Spain,Male,40.0,0.0,2,0
Spain,Male,34.0,0.0,1,1
Spain,Male,47.0,71786.9,1,0
Spain,Female,66.0,0.0,2,0
Spain,Male,32.0,0.0,2,0
Spain,Female,29.0,0.0,2,0
Spain,Male,26.0,0.0,2,0
Spain,Male,35.0,0.0,2,0
Spain,Male,37.0,132412.79,1,0
Spain,Male,45.0,0.0,2,1
Spain,Female,57.0,0.0,1,1
Spain,Male,37.0,0.0,2,0
Spain,Male,57.0,0.0,1,1
Spain,Female,41.0,0.0,1,0
Spain,Female,32.0,0.0,2,0
Spain,Male,34.0,0.0,2,0
Spain,Male,36.0,116227.28,1,0
Spain,Female,45.0,0.0,1,1
Spain,Male,49.0,121021.05,1,1
Spain,Male,40.0,0.0,2,1
Spain,Male,40.0,0.0,2,0
Spain,Male,53.0,0.0,2,0
Spain,Male,38.0,0.0,2,0
Spain,Male,29.0,171335.96,2,0
Spain,Female,33.0,123870.07,1,0
Spain,Male,31.0,0.0,2,0
Spain,Male,37.0,136801.53,1,0
Spain,Male,34.0,131354.43,1,0
Spain,Female,34.0,74309.81,1,0
Spain,Male,31.0,0.0,1,1
Spain,Male,36.0,115462.02,1,0
Spain,Male,39.0,0.0,2,0
Spain,Female,52.0,0.0,1,0
Spain,Male,45.0,131778.81,1,0
Spain,Female,36.0,95679.29,2,0
Spain,Female,25.0,0.0,2,0
Spain,Male,34.0,0.0,2,0
Spain,Male,37.0,0.0,1,0
Spain,Female,32.0,79450.09,1,0
Spain,Female,24.0,0.0,1,0
Spain,Male,39.0,138160.0,1,0
Spain,Male,42.0,0.0,2,0
Spain,Male,29.0,109172.78,1,0
Spain,Male,21.0,117561.49,1,0
Spain,Male,40.0,0.0,1,1
Spain,Female,56.0,0.0,1,0
Spain,Female,32.0,0.0,1,0
Spain,Male,40.0,105683.63,1,0
Spain,Male,30.0,0.0,2,0
Spain,Male,46.0,122034.4,1,0
Spain,Female,34.0,0.0,2,0
Spain,Male,43.0,0.0,2,0
Spain,Female,27.0,0.0,2,0
Spain,Female,39.0,140856.81,1,1
Spain,Male,30.0,0.0,2,0
Spain,Male,43.0,0.0,2,0
Spain,Male,48.0,0.0,2,0
Spain,Female,29.0,141434.04,1,0
Spain,Male,35.0,0.0,2,0
Spain,Male,40.0,95053.1,1,1
Spain,Female,30.0,0.0,2,0
Spain,Male,39.0,138106.36,1,0
Spain,Male,33.0,65521.2,1,0
Spain,Male,37.0,0.0,1,0
Spain,Male,47.0,0.0,1,0
Spain,Male,32.0,113641.49,4,1
Spain,Female,46.0,0.0,1,0
Spain,Male,31.0,0.0,2,0
Spain,Male,49.0,0.0,1,1
Spain,Male,30.0,128262.72,2,0
Spain,Female,31.0,0.0,2,0
Spain,Female,32.0,114421.55,1,0
Spain,Female,39.0,0.0,1,0
Spain,Male,35.0,0.0,1,0
Spain,Male,36.0,153804.44,1,1
Spain,Male,47.0,71083.98,1,0
Spain,Male,45.0,0.0,2,0
Spain,Male,26.0,0.0,1,0
Spain,Female,40.0,84430.08,2,0
Spain,Male,41.0,0.0,2,0
Spain,Male,40.0,0.0,2,1
Spain,Female,36.0,0.0,2,0
Spain,Male,37.0,0.0,1,0
Spain,Male,27.0,0.0,2,0
Spain,Female,26.0,166297.89,2,0
Spain,Female,41.0,0.0,1,1
Spain,Male,40.0,0.0,2,0
Spain,Male,39.0,92616.61,1,0
Spain,Female,27.0,117691.61,1,0
Spain,Male,36.0,0.0,2,0
Spain,Female,41.0,0.0,2,0
Spain,Male,39.0,0.0,2,0
Spain,Male,37.0,108867.0,1,0
Spain,Male,38.0,0.0,2,0
Spain,Male,33.0,0.0,2,0
Spain,Female,19.0,0.0,2,0
Spain,Female,62.0,0.0,1,1
Spain,Female,32.0,0.0,2,0
Spain,Female,40.0,122552.34,2,0
Spain,Male,26.0,0.0,2,0
Spain,Female,59.0,122449.31,2,0
Spain,Female,41.0,147936.42,1,0
Spain,Male,29.0,133702.89,1,0
Spain,Female,40.0,147910.3,1,0
Spain,Male,40.0,0.0,2,0
Spain,Male,62.0,121286.27,1,0
Spain,Male,37.0,0.0,2,0
Spain,Female,36.0,139912.74,1,0
Spain,Male,50.0,0.0,2,0
Spain,Male,36.0,0.0,2,0
Spain,Female,42.0,131394.56,1,1
Spain,Male,32.0,128100.29,1,0
Spain,Female,35.0,82940.25,2,0
Spain,Female,56.0,99097.33,1,0
Spain,Male,59.0,0.0,1,1
Spain,Male,40.0,0.0,1,0
Spain,Male,29.0,128914.97,1,0
Spain,Female,59.0,0.0,1,1
Spain,Female,29.0,0.0,2,0
Spain,Female,33.0,85906.65,1,0
Spain,Female,59.0,0.0,2,1
Spain,Male,24.0,95741.75,1,0
Spain,Female,37.0,0.0,2,0
Spain,Female,29.0,63609.92,1,1
Spain,Female,60.0,0.0,2,0
Spain,Male,34.0,0.0,1,0
Spain,Female,32.0,0.0,2,0
Spain,Male,43.0,0.0,1,0
Spain,Female,48.0,106074.89,1,1
Spain,Male,36.0,93796.42,1,0
Spain,Male,45.0,134169.55,1,0
Spain,Female,51.0,134168.7,1,1
Spain,Female,46.0,0.0,2,0
Spain,Female,37.0,0.0,2,0
Spain,Male,37.0,0.0,2,0
Spain,Female,37.0,0.0,2,0
Spain,Female,44.0,0.0,1,1
Spain,Male,39.0,0.0,1,0
Spain,Female,46.0,0.0,2,0
Spain,Male,34.0,54980.81,1,0
Spain,Male,36.0,0.0,2,0
Spain,Female,35.0,0.0,2,0
